	version	model	descr	fcst_lead	fcst_valid_beg	fcst_valid_end	fcst_init_beg	obs_lead	obs_valid_beg	obs_valid_end	fcst_var	fcst_units	fcst_lev	obs_var	obs_units	obs_lev	obtype	vx_mask	interp_mthd	interp_pnts	fcst_thresh	obs_thresh	cov_thresh	alpha	line_type	total	n_thresh	thresh_i	oy_i	on_i	i_value
5324	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	80000	2022-05-06 08:00:00	2022-05-06 08:00:00	2022-05-06	0	2022-05-06 07:30:01	2022-05-06 08:30:00	WIND_ENS_FREQ_ge5	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	BILIN	4	==0.10000	>=5	-9999	-9999	PCT	4256	10	0.7	19	25	8
5325	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	80000	2022-05-06 08:00:00	2022-05-06 08:00:00	2022-05-06	0	2022-05-06 07:30:01	2022-05-06 08:30:00	WIND_ENS_FREQ_ge10	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	BILIN	4	==0.10000	>=10	-9999	-9999	PCT	4256	10	0.7	2	1	8
5326	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	80000	2022-05-06 08:00:00	2022-05-06 08:00:00	2022-05-06	0	2022-05-06 07:30:01	2022-05-06 08:30:00	WIND_ENS_FREQ_ge15	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	BILIN	4	==0.10000	>=15	-9999	-9999	PCT	4256	10	0.7	0	0	8
5327	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	80000	2022-05-06 08:00:00	2022-05-06 08:00:00	2022-05-06	0	2022-05-06 07:30:01	2022-05-06 08:30:00	TMP_ENS_FREQ_ge273	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=273	-9999	-9999	PCT	4300	10	0.7	0	0	8
5328	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	80000	2022-05-06 08:00:00	2022-05-06 08:00:00	2022-05-06	0	2022-05-06 07:30:01	2022-05-06 08:30:00	TMP_ENS_FREQ_ge278	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=278	-9999	-9999	PCT	4300	10	0.7	9	4	8
5329	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	80000	2022-05-06 08:00:00	2022-05-06 08:00:00	2022-05-06	0	2022-05-06 07:30:01	2022-05-06 08:30:00	TMP_ENS_FREQ_ge293	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=293	-9999	-9999	PCT	4300	10	0.7	9	7	8
5330	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	80000	2022-05-06 08:00:00	2022-05-06 08:00:00	2022-05-06	0	2022-05-06 07:30:01	2022-05-06 08:30:00	TMP_ENS_FREQ_ge298	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=298	-9999	-9999	PCT	4300	10	0.7	0	0	8
5331	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	80000	2022-05-06 08:00:00	2022-05-06 08:00:00	2022-05-06	0	2022-05-06 07:30:01	2022-05-06 08:30:00	TMP_ENS_FREQ_ge303	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=303	-9999	-9999	PCT	4300	10	0.7	0	0	8
5332	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	80000	2022-05-06 08:00:00	2022-05-06 08:00:00	2022-05-06	0	2022-05-06 07:30:01	2022-05-06 08:30:00	DPT_ENS_FREQ_ge263	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=263	-9999	-9999	PCT	4212	10	0.7	8	5	8
5333	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	80000	2022-05-06 08:00:00	2022-05-06 08:00:00	2022-05-06	0	2022-05-06 07:30:01	2022-05-06 08:30:00	DPT_ENS_FREQ_ge268	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=268	-9999	-9999	PCT	4212	10	0.7	1	1	8
5334	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	80000	2022-05-06 08:00:00	2022-05-06 08:00:00	2022-05-06	0	2022-05-06 07:30:01	2022-05-06 08:30:00	DPT_ENS_FREQ_ge273	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=273	-9999	-9999	PCT	4212	10	0.7	18	13	8
5335	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	30000	2022-05-06 03:00:00	2022-05-06 03:00:00	2022-05-06	0	2022-05-06 02:30:01	2022-05-06 03:30:00	TMP_ENS_FREQ_ge268	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=268	-9999	-9999	PCT	4240	10	0.7	0	0	8
5336	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	30000	2022-05-06 03:00:00	2022-05-06 03:00:00	2022-05-06	0	2022-05-06 02:30:01	2022-05-06 03:30:00	DPT_ENS_FREQ_ge288	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=288	-9999	-9999	PCT	4163	10	0.7	26	1	8
5337	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	30000	2022-05-06 03:00:00	2022-05-06 03:00:00	2022-05-06	0	2022-05-06 02:30:01	2022-05-06 03:30:00	DPT_ENS_FREQ_ge293	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=293	-9999	-9999	PCT	4163	10	0.7	8	19	8
5338	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	30000	2022-05-06 03:00:00	2022-05-06 03:00:00	2022-05-06	0	2022-05-06 02:30:01	2022-05-06 03:30:00	DPT_ENS_FREQ_ge298	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=298	-9999	-9999	PCT	4163	10	0.7	0	0	8
5339	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	30000	2022-05-06 03:00:00	2022-05-06 03:00:00	2022-05-06	0	2022-05-06 02:30:01	2022-05-06 03:30:00	WIND_ENS_FREQ_ge5	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	BILIN	4	==0.10000	>=5	-9999	-9999	PCT	4177	10	0.7	32	36	8
5340	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	30000	2022-05-06 03:00:00	2022-05-06 03:00:00	2022-05-06	0	2022-05-06 02:30:01	2022-05-06 03:30:00	WIND_ENS_FREQ_ge10	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	BILIN	4	==0.10000	>=10	-9999	-9999	PCT	4177	10	0.7	1	0	8
5341	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	30000	2022-05-06 03:00:00	2022-05-06 03:00:00	2022-05-06	0	2022-05-06 02:30:01	2022-05-06 03:30:00	WIND_ENS_FREQ_ge15	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	BILIN	4	==0.10000	>=15	-9999	-9999	PCT	4177	10	0.7	0	0	8
5342	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	30000	2022-05-06 03:00:00	2022-05-06 03:00:00	2022-05-06	0	2022-05-06 02:30:01	2022-05-06 03:30:00	TMP_ENS_FREQ_ge273	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=273	-9999	-9999	PCT	4240	10	0.7	0	0	8
5343	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	30000	2022-05-06 03:00:00	2022-05-06 03:00:00	2022-05-06	0	2022-05-06 02:30:01	2022-05-06 03:30:00	TMP_ENS_FREQ_ge278	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=278	-9999	-9999	PCT	4240	10	0.7	8	4	8
5344	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	30000	2022-05-06 03:00:00	2022-05-06 03:00:00	2022-05-06	0	2022-05-06 02:30:01	2022-05-06 03:30:00	TMP_ENS_FREQ_ge293	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=293	-9999	-9999	PCT	4240	10	0.7	12	9	8
5345	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	30000	2022-05-06 03:00:00	2022-05-06 03:00:00	2022-05-06	0	2022-05-06 02:30:01	2022-05-06 03:30:00	TMP_ENS_FREQ_ge298	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=298	-9999	-9999	PCT	4240	10	0.7	18	8	8
5346	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	30000	2022-05-06 03:00:00	2022-05-06 03:00:00	2022-05-06	0	2022-05-06 02:30:01	2022-05-06 03:30:00	TMP_ENS_FREQ_ge303	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=303	-9999	-9999	PCT	4240	10	0.7	0	0	8
5347	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	30000	2022-05-06 03:00:00	2022-05-06 03:00:00	2022-05-06	0	2022-05-06 02:30:01	2022-05-06 03:30:00	DPT_ENS_FREQ_ge263	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=263	-9999	-9999	PCT	4163	10	0.7	0	6	8
5348	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	30000	2022-05-06 03:00:00	2022-05-06 03:00:00	2022-05-06	0	2022-05-06 02:30:01	2022-05-06 03:30:00	DPT_ENS_FREQ_ge268	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=268	-9999	-9999	PCT	4163	10	0.7	1	6	8
5349	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	30000	2022-05-06 03:00:00	2022-05-06 03:00:00	2022-05-06	0	2022-05-06 02:30:01	2022-05-06 03:30:00	DPT_ENS_FREQ_ge273	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=273	-9999	-9999	PCT	4163	10	0.7	34	15	8
5350	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	240000	2022-05-07 00:00:00	2022-05-07 00:00:00	2022-05-06	0	2022-05-06 23:30:01	2022-05-07 00:30:00	TMP_ENS_FREQ_ge268	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=268	-9999	-9999	PCT	4389	10	0.7	0	0	8
5351	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	240000	2022-05-07 00:00:00	2022-05-07 00:00:00	2022-05-06	0	2022-05-06 23:30:01	2022-05-07 00:30:00	DPT_ENS_FREQ_ge288	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=288	-9999	-9999	PCT	4326	10	0.7	29	25	8
5352	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	240000	2022-05-07 00:00:00	2022-05-07 00:00:00	2022-05-06	0	2022-05-06 23:30:01	2022-05-07 00:30:00	DPT_ENS_FREQ_ge293	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=293	-9999	-9999	PCT	4326	10	0.7	17	5	8
5353	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	240000	2022-05-07 00:00:00	2022-05-07 00:00:00	2022-05-06	0	2022-05-06 23:30:01	2022-05-07 00:30:00	DPT_ENS_FREQ_ge298	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=298	-9999	-9999	PCT	4326	10	0.7	0	0	8
5354	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	240000	2022-05-07 00:00:00	2022-05-07 00:00:00	2022-05-06	0	2022-05-06 23:30:01	2022-05-07 00:30:00	WIND_ENS_FREQ_ge5	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	BILIN	4	==0.10000	>=5	-9999	-9999	PCT	4300	10	0.7	147	137	8
5355	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	240000	2022-05-07 00:00:00	2022-05-07 00:00:00	2022-05-06	0	2022-05-06 23:30:01	2022-05-07 00:30:00	WIND_ENS_FREQ_ge10	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	BILIN	4	==0.10000	>=10	-9999	-9999	PCT	4300	10	0.7	7	3	8
5356	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	240000	2022-05-07 00:00:00	2022-05-07 00:00:00	2022-05-06	0	2022-05-06 23:30:01	2022-05-07 00:30:00	WIND_ENS_FREQ_ge15	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	BILIN	4	==0.10000	>=15	-9999	-9999	PCT	4300	10	0.7	0	0	8
5357	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	240000	2022-05-07 00:00:00	2022-05-07 00:00:00	2022-05-06	0	2022-05-06 23:30:01	2022-05-07 00:30:00	TMP_ENS_FREQ_ge273	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=273	-9999	-9999	PCT	4389	10	0.7	0	0	8
5358	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	240000	2022-05-07 00:00:00	2022-05-07 00:00:00	2022-05-06	0	2022-05-06 23:30:01	2022-05-07 00:30:00	TMP_ENS_FREQ_ge278	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=278	-9999	-9999	PCT	4389	10	0.7	2	6	8
5359	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	240000	2022-05-07 00:00:00	2022-05-07 00:00:00	2022-05-06	0	2022-05-06 23:30:01	2022-05-07 00:30:00	TMP_ENS_FREQ_ge293	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=293	-9999	-9999	PCT	4389	10	0.7	35	1	8
5360	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	240000	2022-05-07 00:00:00	2022-05-07 00:00:00	2022-05-06	0	2022-05-06 23:30:01	2022-05-07 00:30:00	TMP_ENS_FREQ_ge298	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=298	-9999	-9999	PCT	4389	10	0.7	38	30	8
5361	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	240000	2022-05-07 00:00:00	2022-05-07 00:00:00	2022-05-06	0	2022-05-06 23:30:01	2022-05-07 00:30:00	TMP_ENS_FREQ_ge303	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=303	-9999	-9999	PCT	4389	10	0.7	4	1	8
5362	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	240000	2022-05-07 00:00:00	2022-05-07 00:00:00	2022-05-06	0	2022-05-06 23:30:01	2022-05-07 00:30:00	DPT_ENS_FREQ_ge263	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=263	-9999	-9999	PCT	4326	10	0.7	3	6	8
5363	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	240000	2022-05-07 00:00:00	2022-05-07 00:00:00	2022-05-06	0	2022-05-06 23:30:01	2022-05-07 00:30:00	DPT_ENS_FREQ_ge268	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=268	-9999	-9999	PCT	4326	10	0.7	1	20	8
5364	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	240000	2022-05-07 00:00:00	2022-05-07 00:00:00	2022-05-06	0	2022-05-06 23:30:01	2022-05-07 00:30:00	DPT_ENS_FREQ_ge273	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=273	-9999	-9999	PCT	4326	10	0.7	14	22	8
5365	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	50000	2022-05-06 05:00:00	2022-05-06 05:00:00	2022-05-06	0	2022-05-06 04:30:01	2022-05-06 05:30:00	TMP_ENS_FREQ_ge268	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=268	-9999	-9999	PCT	4211	10	0.7	0	0	8
5366	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	50000	2022-05-06 05:00:00	2022-05-06 05:00:00	2022-05-06	0	2022-05-06 04:30:01	2022-05-06 05:30:00	DPT_ENS_FREQ_ge288	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=288	-9999	-9999	PCT	4142	10	0.7	5	7	8
5367	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	50000	2022-05-06 05:00:00	2022-05-06 05:00:00	2022-05-06	0	2022-05-06 04:30:01	2022-05-06 05:30:00	DPT_ENS_FREQ_ge293	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=293	-9999	-9999	PCT	4142	10	0.7	10	10	8
5368	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	50000	2022-05-06 05:00:00	2022-05-06 05:00:00	2022-05-06	0	2022-05-06 04:30:01	2022-05-06 05:30:00	DPT_ENS_FREQ_ge298	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=298	-9999	-9999	PCT	4142	10	0.7	0	0	8
5369	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	50000	2022-05-06 05:00:00	2022-05-06 05:00:00	2022-05-06	0	2022-05-06 04:30:01	2022-05-06 05:30:00	WIND_ENS_FREQ_ge5	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	BILIN	4	==0.10000	>=5	-9999	-9999	PCT	4148	10	0.7	23	26	8
5370	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	50000	2022-05-06 05:00:00	2022-05-06 05:00:00	2022-05-06	0	2022-05-06 04:30:01	2022-05-06 05:30:00	WIND_ENS_FREQ_ge10	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	BILIN	4	==0.10000	>=10	-9999	-9999	PCT	4148	10	0.7	0	2	8
5371	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	50000	2022-05-06 05:00:00	2022-05-06 05:00:00	2022-05-06	0	2022-05-06 04:30:01	2022-05-06 05:30:00	WIND_ENS_FREQ_ge15	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	BILIN	4	==0.10000	>=15	-9999	-9999	PCT	4148	10	0.7	0	0	8
5372	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	50000	2022-05-06 05:00:00	2022-05-06 05:00:00	2022-05-06	0	2022-05-06 04:30:01	2022-05-06 05:30:00	TMP_ENS_FREQ_ge273	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=273	-9999	-9999	PCT	4211	10	0.7	0	0	8
5373	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	50000	2022-05-06 05:00:00	2022-05-06 05:00:00	2022-05-06	0	2022-05-06 04:30:01	2022-05-06 05:30:00	TMP_ENS_FREQ_ge278	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=278	-9999	-9999	PCT	4211	10	0.7	1	7	8
5374	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	50000	2022-05-06 05:00:00	2022-05-06 05:00:00	2022-05-06	0	2022-05-06 04:30:01	2022-05-06 05:30:00	TMP_ENS_FREQ_ge293	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=293	-9999	-9999	PCT	4211	10	0.7	9	10	8
5375	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	50000	2022-05-06 05:00:00	2022-05-06 05:00:00	2022-05-06	0	2022-05-06 04:30:01	2022-05-06 05:30:00	TMP_ENS_FREQ_ge298	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=298	-9999	-9999	PCT	4211	10	0.7	5	0	8
5376	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	50000	2022-05-06 05:00:00	2022-05-06 05:00:00	2022-05-06	0	2022-05-06 04:30:01	2022-05-06 05:30:00	TMP_ENS_FREQ_ge303	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=303	-9999	-9999	PCT	4211	10	0.7	0	0	8
5377	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	50000	2022-05-06 05:00:00	2022-05-06 05:00:00	2022-05-06	0	2022-05-06 04:30:01	2022-05-06 05:30:00	DPT_ENS_FREQ_ge263	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=263	-9999	-9999	PCT	4142	10	0.7	10	9	8
5378	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	50000	2022-05-06 05:00:00	2022-05-06 05:00:00	2022-05-06	0	2022-05-06 04:30:01	2022-05-06 05:30:00	DPT_ENS_FREQ_ge268	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=268	-9999	-9999	PCT	4142	10	0.7	0	8	8
5379	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	50000	2022-05-06 05:00:00	2022-05-06 05:00:00	2022-05-06	0	2022-05-06 04:30:01	2022-05-06 05:30:00	DPT_ENS_FREQ_ge273	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=273	-9999	-9999	PCT	4142	10	0.7	4	7	8
5380	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	0	2022-05-06 00:00:00	2022-05-06 00:00:00	2022-05-06	0	2022-05-05 23:30:01	2022-05-06 00:30:00	TMP_ENS_FREQ_ge268	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=268	-9999	-9999	PCT	4326	10	0.7	0	0	8
5381	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	0	2022-05-06 00:00:00	2022-05-06 00:00:00	2022-05-06	0	2022-05-05 23:30:01	2022-05-06 00:30:00	DPT_ENS_FREQ_ge288	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=288	-9999	-9999	PCT	4255	10	0.7	49	9	8
5382	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	0	2022-05-06 00:00:00	2022-05-06 00:00:00	2022-05-06	0	2022-05-05 23:30:01	2022-05-06 00:30:00	DPT_ENS_FREQ_ge293	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=293	-9999	-9999	PCT	4255	10	0.7	14	17	8
5383	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	0	2022-05-06 00:00:00	2022-05-06 00:00:00	2022-05-06	0	2022-05-05 23:30:01	2022-05-06 00:30:00	DPT_ENS_FREQ_ge298	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=298	-9999	-9999	PCT	4255	10	0.7	0	0	8
5384	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	0	2022-05-06 00:00:00	2022-05-06 00:00:00	2022-05-06	0	2022-05-05 23:30:01	2022-05-06 00:30:00	WIND_ENS_FREQ_ge5	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	BILIN	4	==0.10000	>=5	-9999	-9999	PCT	4232	10	0.7	75	34	8
5385	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	0	2022-05-06 00:00:00	2022-05-06 00:00:00	2022-05-06	0	2022-05-05 23:30:01	2022-05-06 00:30:00	WIND_ENS_FREQ_ge10	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	BILIN	4	==0.10000	>=10	-9999	-9999	PCT	4232	10	0.7	3	3	8
5386	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	0	2022-05-06 00:00:00	2022-05-06 00:00:00	2022-05-06	0	2022-05-05 23:30:01	2022-05-06 00:30:00	WIND_ENS_FREQ_ge15	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	BILIN	4	==0.10000	>=15	-9999	-9999	PCT	4232	10	0.7	0	0	8
5387	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	0	2022-05-06 00:00:00	2022-05-06 00:00:00	2022-05-06	0	2022-05-05 23:30:01	2022-05-06 00:30:00	TMP_ENS_FREQ_ge273	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=273	-9999	-9999	PCT	4326	10	0.7	0	0	8
5388	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	0	2022-05-06 00:00:00	2022-05-06 00:00:00	2022-05-06	0	2022-05-05 23:30:01	2022-05-06 00:30:00	TMP_ENS_FREQ_ge278	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=278	-9999	-9999	PCT	4326	10	0.7	0	7	8
5389	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	0	2022-05-06 00:00:00	2022-05-06 00:00:00	2022-05-06	0	2022-05-05 23:30:01	2022-05-06 00:30:00	TMP_ENS_FREQ_ge293	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=293	-9999	-9999	PCT	4326	10	0.7	20	10	8
5390	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	0	2022-05-06 00:00:00	2022-05-06 00:00:00	2022-05-06	0	2022-05-05 23:30:01	2022-05-06 00:30:00	TMP_ENS_FREQ_ge298	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=298	-9999	-9999	PCT	4326	10	0.7	23	6	8
5391	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	0	2022-05-06 00:00:00	2022-05-06 00:00:00	2022-05-06	0	2022-05-05 23:30:01	2022-05-06 00:30:00	TMP_ENS_FREQ_ge303	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=303	-9999	-9999	PCT	4326	10	0.7	1	2	8
5392	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	0	2022-05-06 00:00:00	2022-05-06 00:00:00	2022-05-06	0	2022-05-05 23:30:01	2022-05-06 00:30:00	DPT_ENS_FREQ_ge263	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=263	-9999	-9999	PCT	4255	10	0.7	6	8	8
5393	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	0	2022-05-06 00:00:00	2022-05-06 00:00:00	2022-05-06	0	2022-05-05 23:30:01	2022-05-06 00:30:00	DPT_ENS_FREQ_ge268	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=268	-9999	-9999	PCT	4255	10	0.7	7	10	8
5394	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	0	2022-05-06 00:00:00	2022-05-06 00:00:00	2022-05-06	0	2022-05-05 23:30:01	2022-05-06 00:30:00	DPT_ENS_FREQ_ge273	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=273	-9999	-9999	PCT	4255	10	0.7	25	18	8
